compa_ratio,compa_ratio_range,cost_center,country,current_rating,employee_id,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,legal_full_name,length_of_service,location,management_level,manager_id,org_level_1,org_level_2,org_level_3,org_level_4,org_level_5,region,single_job_family,supervisory_org,tenure_category,total_compensation,age
1.62,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1550,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,James Hudson,13.732,London,Individual Contributor,4309,Shareholders,Board,Sales,Sales Development,,EMEA,Sales - Direct Sales,Sales Development,10-15 Years,197700,39.0
1.465,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,1551,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Development,P4,IT - Product Development - Senior QA,Juan Jones,1.66,San Francisco,Individual Contributor,2054,Shareholders,Board,Technology & IT,Technology,,AMER,IT - Product Development,Technology,01-02 Years,161100,36.0
1.272,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,1552,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Phillip Ramirez,4.003,Singapore,Individual Contributor,4109,Shareholders,Board,Sales,Marketing,Content Marketing,APAC,Sales - Direct Sales,Content Marketing,02-05 Years,69000,32.0
0.999,At Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1553,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,Michael Wilson DVM,4.26,Toronto,Individual Contributor,5626,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Direct Sales,Account Executives,02-05 Years,67400,27.0
1.332,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,1554,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,Robert Morgan,8.452,Singapore,Individual Contributor,5871,Shareholders,Board,Sales,Account Executives,,APAC,Sales - Direct Sales,Account Executives,05-10 Years,142200,40.0
1.411,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,1555,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P4,IT - Product Development - Senior QA,Nicole Gonzalez,4.293,Vancouver,Individual Contributor,4677,Shareholders,Board,Technology & IT,Technology,Product,AMER,IT - Product Development,Product,02-05 Years,155200,36.0
1.61,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,1556,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,True,True,Executive,M8,Executive Management - Executive Vice President,Kathryn Williams,20.655,London,Executive Vice President,1000,Shareholders,,,,,EMEA,Executive Management,Shareholders,15+ Years,547500,42.0
1.361,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1557,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Development,P4,IT - Product Development - Senior Data Scientist,Felicia Wells,1.129,Calgary,Individual Contributor,1583,Shareholders,Board,Technology & IT,Technology,Quality Assurance,AMER,IT - Product Development,Quality Assurance,01-02 Years,149700,35.0
1.181,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,1558,White,Male,Generation X (1965-1980),False,False,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,Larry Robertson,9.995,London,Individual Contributor,2801,Shareholders,Board,Finance,Accounting,,EMEA,FA - Accounting,Accounting,05-10 Years,144100,56.0
1.428,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,1559,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,Louis Martin,8.277,Calgary,Vice President,3958,Shareholders,Board,,,,AMER,Board Management,Board,05-10 Years,157100,35.0
1.287,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,1560,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P5,Board Management - Principal Board Associate,Patrick Evans MD,1.208,San Francisco,Vice President,2560,Shareholders,Board,,,,AMER,Board Management,Board,01-02 Years,196300,39.0
1.484,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,1561,Asian,Female,Generation X (1965-1980),False,True,Referral,True,True,Development,M7,IT - Product Management - Vice President,Kim Erickson,29.997,Singapore,Vice President,1303,Shareholders,Board,Technology & IT,,,APAC,IT - Product Management,Technology & IT,15+ Years,368800,53.0
1.461,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1562,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P4,IT - Product Development - Senior Software Engineer,Robyn Richardson,3.23,London,Individual Contributor,3428,Shareholders,Board,Technology & IT,Technology,Design,EMEA,IT - Product Development,Design,02-05 Years,128600,34.0
0.945,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,1563,White,Female,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Veronica Silva,5.595,London,Individual Contributor,3617,Shareholders,Board,Technology & IT,Technology,Engineering,EMEA,IT - Product Development,Engineering,05-10 Years,58600,33.0
0.699,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,1564,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,True,Development,M2,IT - Product Management - Associate Manager,Molly Watts,6.789,Seoul,Manager,1096,Shareholders,Board,Technology & IT,Technology,,APAC,IT - Product Management,Technology,05-10 Years,84400,41.0
0.898,Below Compa-Ratio,EMEA - France,France,3 - Meets Expectations,1565,White,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,John Coffey,3.356,Paris,Individual Contributor,1092,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Direct Sales,Customer Care,02-05 Years,48500,27.0
1.226,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,1566,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Paula Lane,7.773,Toronto,Individual Contributor,3485,Shareholders,Board,Sales,,,AMER,Sales - Direct Sales,Sales,05-10 Years,95000,30.0
1.135,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,1567,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,True,True,Services,M5,Human Resources - Director,Lauren Jackson,13.847,San Francisco,Director,2850,Shareholders,Board,People & Operations,,,AMER,Human Resources,People & Operations,10-15 Years,261100,40.0
1.159,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,1568,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Manuel Randall,6.682,Singapore,Individual Contributor,2741,Shareholders,Board,Technology & IT,Technology,Product,APAC,IT - Product Development,Product,05-10 Years,62900,33.0
0.952,At Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,1569,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P2,Legal - Corporate - P2 Legal Consultant,Melanie Johnson,0.578,Singapore,Individual Contributor,3404,Shareholders,Board,Legal,Compliance & Regulation,,APAC,Legal - Corporate,Compliance & Regulation,00-01 Years,45000,28.0
0.84,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,1570,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,Brian Smith,7.219,Singapore,Individual Contributor,5829,Shareholders,Board,Sales,Marketing,Search Engine Optimization,APAC,Sales - Direct Sales,Search Engine Optimization,05-10 Years,39700,29.0
1.045,At Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,1571,White,Male,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Christian Vaughn,11.129,Paris,Individual Contributor,2974,Shareholders,Board,Sales,Marketing,Search Engine Optimization,EMEA,Sales - Direct Sales,Search Engine Optimization,10-15 Years,92000,33.0
1.452,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,1572,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,Patricia Knapp,13.288,Daegu,Individual Contributor,5225,Shareholders,Board,Finance,Accounting,,APAC,FA - Accounting,Accounting,10-15 Years,111800,37.0
0.879,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,1573,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,Noah Brown,2.589,San Francisco,Individual Contributor,2952,Shareholders,Board,Sales,Sales Development,,AMER,Sales - Inside Sales,Sales Development,02-05 Years,59300,28.0
1.14,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,1574,American Indian or Alaska Native,Male,Generation X (1965-1980),False,True,Referral,False,False,Executive,P5,Executive Management - Principal Operations Executive,Daniel Nguyen,17.677,Toronto,Individual Contributor,2379,Shareholders,,,,,AMER,Executive Management,Shareholders,15+ Years,173800,49.0
1.322,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,1575,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior QA,Joseph Edwards,11.208,Paris,Individual Contributor,5858,Shareholders,Board,Technology & IT,IT,Network Support,EMEA,IT - Product Development,Network Support,10-15 Years,116300,34.0
1.457,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,1576,Asian,Female,Generation X (1965-1980),False,False,Referral,True,True,Executive,M8,Board Management - Executive Vice President,Susan Peterson,21.608,Toronto,Executive Vice President,1150,Shareholders,Board,,,,AMER,Board Management,Board,15+ Years,619400,46.0
1.451,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,1577,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,Raymond Le,4.567,Singapore,Vice President,3257,Shareholders,Board,,,,APAC,Board Management,Board,02-05 Years,111700,35.0
1.357,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,1578,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 QA,Melissa Bishop,6.233,Incheon,Individual Contributor,1543,Shareholders,Board,Technology & IT,Technology,Product,APAC,IT - Product Development,Product,05-10 Years,73600,33.0
1.063,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1579,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Executive,P4,Board Management - Senior Board Associate,Danielle Grant,1.808,Vancouver,Vice President,2607,Shareholders,Board,,,,AMER,Board Management,Board,01-02 Years,116900,35.0
1.426,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1580,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Valerie Evans,7.893,London,Individual Contributor,2303,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Direct Sales,Customer Care,05-10 Years,125500,34.0
0.836,Below Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,1581,White,Male,Generation Z (1997 and onwards),True,False,Agency,False,False,Finance,P2,FA - Accounting - P2 Finance Analyst,Daniel Bush,1.792,Toronto,Individual Contributor,5788,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,01-02 Years,56400,26.0
0.986,At Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,1582,Asian,Female,Generation Z (1997 and onwards),False,False,Referral,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,Hannah Peck,0.953,Seoul,Individual Contributor,5689,Shareholders,Board,Sales,Marketing,Content Marketing,APAC,Sales - Inside Sales,Content Marketing,00-01 Years,46600,26.0
0.959,At Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,1583,White,Female,Baby Boomers (1946-1964),True,False,Recruiter,False,True,Development,M3,IT - Product Management - Manager,Denise Martinez,1.847,Toronto,Manager,4677,Shareholders,Board,Technology & IT,Technology,,AMER,IT - Product Management,Technology,01-02 Years,175000,61.0
1.406,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,1584,Hispanic,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,James Baird,1.115,Toronto,Individual Contributor,4796,Shareholders,Board,Sales,Sales Development,,AMER,Sales - Inside Sales,Sales Development,01-02 Years,109000,30.0
0.928,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,1585,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P2,IT - Product Development - P2 Business Analytics,Tina Ballard,1.252,London,Individual Contributor,4345,Shareholders,Board,Technology & IT,IT,Network Support,EMEA,IT - Product Development,Network Support,01-02 Years,50100,27.0
1.554,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,1586,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P5,IT - Product Development - Principal Data Scientist,Donna Klein,9.729,San Francisco,Individual Contributor,4756,Shareholders,Board,Technology & IT,Technology,Engineering,AMER,IT - Product Development,Engineering,05-10 Years,237000,38.0
0.874,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,1587,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P2,FA - Accounting - P2 Accounting Settlement Specialist,Jessica Scott,0.118,Toronto,Individual Contributor,1823,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,00-01 Years,59000,28.0
1.385,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,1588,White,Female,Baby Boomers (1946-1964),True,False,Referral,False,False,Executive,P5,Executive Management - Principal Operations Executive,Christina Ryan,30.227,Singapore,Executive Vice President,1000,Shareholders,,,,,APAC,Executive Management,Shareholders,15+ Years,147800,62.0
1.084,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,1589,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P4,Human Resources - Senior Human Resources Analyst,Melissa Taylor,4.54,San Francisco,Individual Contributor,2545,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,02-05 Years,119200,34.0
0.994,At Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,1590,Hispanic,Female,Generation Y/Millenials (1981-1996),False,True,Linkedin,False,False,Development,P2,IT - Product Development - P2 Software Engineer,Laurie Sanchez,5.115,Montreal,Individual Contributor,3428,Shareholders,Board,Technology & IT,Technology,Quality Assurance,AMER,IT - Product Development,Quality Assurance,05-10 Years,67100,27.0
